,timestamp,is_touching
2698,1629709141109,1
2699,1629709141216,1
2700,1629709141278,1
2701,1629709141378,1
2702,1629709141490,1
2703,1629709141589,1
2704,1629709141765,1
2705,1629709141803,1
2706,1629709141891,1
2707,1629709141989,1
2708,1629709142090,1
2709,1629709142181,1
2710,1629709142330,1
2711,1629709142420,1
2712,1629709142575,1
2713,1629709142646,1
2714,1629709142683,1
2715,1629709142819,1
2716,1629709142963,1
2717,1629709143050,1
2718,1629709143123,1
2719,1629709143187,1
2720,1629709143309,1
2721,1629709143449,1
2722,1629709143522,1
2723,1629709143660,1
2724,1629709143779,1
2726,1629709143859,1
2725,1629709143896,1
2727,1629709144002,1
2728,1629709144198,1
2729,1629709144245,1
2730,1629709144356,1
2731,1629709144454,1
2732,1629709144576,1
2733,1629709144672,1
2734,1629709144777,1
2735,1629709144867,1
